Date,Time,Currency,Impact,Title,Actual,Forecast,Previous,Alerts
04-03-2018,3:45,EUR,L,Italian Manufacturing PMI,55.1,55.6,56.8,
04-03-2018,3:50,EUR,L,French Final Manufacturing PMI,53.7,53.6,53.6,
04-03-2018,3:55,EUR,L,German Final Manufacturing PMI,58.2,58.4,58.4,
04-03-2018,4:00,EUR,L,Final Manufacturing PMI,56.6,56.6,56.6,
04-03-2018,4:30,GBP,H,Manufacturing PMI,55.1,54.8,55,55.2
04-03-2018,10:05,USD,L,IBD/TIPP Economic Optimism,52.6,55.2,55.6,
04-03-2018,10:33,NZD,M,GDT Price Index,-0.60%,,-1.20%,
04-03-2018,16:30,USD,M,FOMC Member Brainard Speaks,,,,
04-03-2018,19:01,GBP,L,BRC Shop Price Index y/y,-1.00%,,-0.80%,
04-03-2018,21:30,AUD,H,Retail Sales m/m,0.60%,0.30%,0.20%,0.10%
04-03-2018,21:30,AUD,M,Building Approvals m/m,-6.20%,-5.10%,17.20%,17.10%
04-03-2018,21:45,CNY,M,Caixin Services PMI,52.3,54.5,54.2,
04-04-2018,0:01,CNY,N,Bank Holiday [All Day],,,,
04-04-2018,4:00,EUR,L,Italian Monthly Unemployment Rate,10.90%,11.00%,11.10%,
04-04-2018,4:30,GBP,H,Construction PMI,47,50.9,51.4,
04-04-2018,5:00,EUR,L,Unemployment Rate,8.50%,8.50%,8.60%,
04-04-2018,5:00,EUR,M,Core CPI Flash Estimate y/y,1.00%,1.10%,1.00%,
04-04-2018,5:00,EUR,M,CPI Flash Estimate y/y,1.40%,1.40%,1.10%,1.20%
04-04-2018,8:15,USD,H,ADP Non-Farm Employment Change,241K,208K,246K,235K
04-04-2018,9:45,USD,L,Final Services PMI,54,54.3,54.1,
04-04-2018,10:00,USD,H,ISM Non-Manufacturing PMI,58.8,59,59.5,
04-04-2018,10:00,USD,L,Factory Orders m/m,1.20%,1.70%,-1.30%,-1.40%
04-04-2018,10:30,USD,H,Crude Oil Inventories,-4.6M,1.4M,1.6M,
04-04-2018,11:00,USD,M,FOMC Member Mester Speaks,,,,
04-04-2018,18:30,AUD,L,AIG Services Index,56.9,,54,
04-04-2018,21:00,NZD,L,ANZ Commodity Prices m/m,1.20%,,2.80%,
04-04-2018,21:30,AUD,H,Trade Balance,0.83B,0.68B,0.95B,1.06B
04-05-2018,0:01,CNY,N,Bank Holiday [All Day],,,,
04-05-2018,2:00,EUR,L,German Factory Orders m/m,0.30%,1.60%,-3.50%,-3.90%
04-05-2018,3:15,CHF,L,CPI m/m,0.40%,0.20%,0.40%,
04-05-2018,3:15,EUR,L,Spanish Services PMI,56.2,56.2,57.3,
04-05-2018,3:45,EUR,L,Italian Services PMI,52.6,53.9,55,
04-05-2018,3:50,EUR,L,French Final Services PMI,56.9,56.8,56.8,
04-05-2018,3:55,EUR,L,German Final Services PMI,53.9,54.2,54.2,
04-05-2018,4:00,EUR,L,Final Services PMI,54.9,55,55,
04-05-2018,4:30,GBP,H,Services PMI,51.7,53.9,54.5,
04-05-2018,4:57,EUR,L,Spanish 10-y Bond Auction,1.15|1.5,,1.36|1.3,
04-05-2018,5:00,EUR,L,PPI m/m,0.10%,0.00%,0.40%,
04-05-2018,5:00,EUR,L,Retail Sales m/m,0.10%,0.60%,-0.30%,-0.10%
04-05-2018,5:03,EUR,L,French 10-y Bond Auction,0.74|1.9,,0.90|1.9,
04-05-2018,7:30,USD,L,Challenger Job Cuts y/y,39.40%,,-4.30%,
04-05-2018,8:30,CAD,H,Trade Balance,-2.7B,-2.1B,-1.9B,-1.9B
04-05-2018,8:30,USD,L,Trade Balance,-57.6B,-56.9B,-56.7B,-56.6B
04-05-2018,8:30,USD,M,Unemployment Claims,242K,225K,218K,215K
04-05-2018,10:30,USD,L,Natural Gas Storage,-29B,-29B,-63B,
04-05-2018,12:00,CHF,M,Gov Board Member Maechler Speaks,,,,
04-05-2018,13:00,USD,M,FOMC Member Bostic Speaks,,,,
04-05-2018,19:30,JPY,L,Household Spending y/y,-0.90%,0.30%,1.90%,
04-05-2018,20:00,JPY,L,Average Cash Earnings y/y,1.30%,0.50%,1.20%,0.70%
04-06-2018,1:00,JPY,L,Leading Indicators,105.80%,105.50%,105.60%,104.80%
04-06-2018,2:00,EUR,L,German Industrial Production m/m,-1.60%,0.20%,0.10%,-0.10%
04-06-2018,2:45,EUR,L,French Gov Budget Balance,-28.5B,,-10.8B,
04-06-2018,2:45,EUR,L,French Trade Balance,-5.2B,-5.3B,-5.4B,-5.6B
04-06-2018,3:00,CHF,L,Foreign Currency Reserves,738B,,732B,733B
04-06-2018,4:10,EUR,L,Retail PMI,50.1,,52.3,
04-06-2018,4:30,GBP,L,Housing Equity Withdrawal q/q,-6.7B,-6.7B,-6.3B,-5.9B
04-06-2018,8:30,CAD,H,Employment Change,32.3K,20.1K,15.4K,
04-06-2018,8:30,CAD,H,Unemployment Rate,5.80%,5.80%,5.80%,
04-06-2018,8:30,USD,H,Average Hourly Earnings m/m,0.30%,0.30%,0.10%,
04-06-2018,8:30,USD,H,Non-Farm Employment Change,103K,188K,326K,313K
04-06-2018,8:30,USD,H,Unemployment Rate,4.10%,4.00%,4.10%,
04-06-2018,10:00,CAD,M,Ivey PMI,59.8,60.2,59.6,
04-06-2018,11:15,GBP,H,BOE Gov Carney Speaks,,,,
04-06-2018,13:30,USD,H,Fed Chair Powell Speaks,,,,
04-06-2018,15:00,USD,L,Consumer Credit m/m,10.6B,15.3B,15.6B,13.9B
04-08-2018,18:30,AUD,L,AIG Construction Index,57.2,,56,
04-08-2018,19:50,JPY,L,Current Account,1.02T,1.39T,2.02T,
04-09-2018,1:03,JPY,L,Consumer Confidence,44.3,44.6,44.3,
04-09-2018,1:45,CHF,L,Unemployment Rate,2.90%,2.90%,2.90%,
04-09-2018,2:00,EUR,L,German Trade Balance,19.2B,23.1B,21.5B,21.3B
04-09-2018,2:00,JPY,L,Economy Watchers Sentiment,48.9,48.1,48.6,
04-09-2018,3:30,GBP,M,Halifax HPI m/m,1.50%,0.10%,0.50%,0.40%
04-09-2018,4:30,EUR,L,Sentix Investor Confidence,19.6,21.2,24,
04-09-2018,10:30,CAD,H,BOC Business Outlook Survey,,,,
04-09-2018,18:00,NZD,M,NZIER Business Confidence,-11,,-12,
04-09-2018,19:01,GBP,L,BRC Retail Sales Monitor y/y,1.40%,,0.60%,
04-09-2018,21:30,AUD,M,NAB Business Confidence,7,,9,
04-10-2018,1:57,JPY,L,Prelim Machine Tool Orders y/y,28.10%,,39.50%,
04-10-2018,2:45,EUR,L,French Industrial Production m/m,1.20%,1.50%,-1.80%,-2.00%
04-10-2018,4:00,EUR,L,Italian Industrial Production m/m,-0.50%,1.00%,-1.80%,-1.90%
04-10-2018,5:00,GBP,M,MPC Member Haldane Speaks,,,,
04-10-2018,6:00,USD,L,NFIB Small Business Index,104.7,107,107.6,
04-10-2018,8:13,CAD,L,Housing Starts,225K,219K,231K,230K
04-10-2018,8:30,CAD,M,Building Permits m/m,-2.60%,-1.50%,5.20%,5.60%
04-10-2018,8:30,USD,H,PPI m/m,0.30%,0.10%,0.20%,
04-10-2018,8:30,USD,M,Core PPI m/m,0.30%,0.20%,0.20%,
04-10-2018,10:00,USD,L,Final Wholesale Inventories m/m,1.00%,0.80%,1.10%,
04-10-2018,19:50,JPY,L,Bank Lending y/y,2.00%,2.10%,2.10%,
04-10-2018,19:50,JPY,L,Core Machinery Orders m/m,2.10%,-2.60%,8.20%,
04-10-2018,19:50,JPY,L,PPI y/y,2.10%,2.10%,2.60%,2.50%
04-10-2018,20:30,AUD,L,Westpac Consumer Sentiment,-0.60%,,0.20%,
04-10-2018,21:30,CNY,M,CPI y/y,2.10%,2.60%,2.90%,
04-10-2018,21:30,CNY,M,PPI y/y,3.10%,3.20%,3.70%,
04-11-2018,1:00,AUD,H,RBA Gov Lowe Speaks,,,,
04-11-2018,4:00,EUR,L,Italian Retail Sales m/m,0.40%,0.30%,-0.50%,
04-11-2018,4:30,GBP,H,Manufacturing Production m/m,-0.20%,0.20%,0.00%,0.10%
04-11-2018,4:30,GBP,L,Construction Output m/m,-1.60%,0.70%,-3.10%,-3.40%
04-11-2018,4:30,GBP,L,Industrial Production m/m,0.10%,0.40%,1.30%,
04-11-2018,4:30,GBP,M,Goods Trade Balance,-10.2B,-12.0B,-12.2B,-12.3B
04-11-2018,5:34,EUR,L,German 30-y Bond Auction,1.12|1.0,,1.27|1.1,
04-11-2018,7:08,GBP,L,NIESR GDP Estimate,0.20%,,0.10%,0.30%
04-11-2018,7:10,EUR,M,ECB President Draghi Speaks,,,,
04-11-2018,8:30,USD,H,Core CPI m/m,0.20%,0.20%,0.20%,
04-11-2018,8:30,USD,H,CPI m/m,-0.10%,0.00%,0.20%,
04-11-2018,10:30,USD,H,Crude Oil Inventories,3.3M,-0.6M,-4.6M,
04-11-2018,13:01,USD,L,10-y Bond Auction,2.80|2.5,,2.89|2.5,
04-11-2018,14:00,USD,H,FOMC Meeting Minutes,,,,
04-11-2018,14:00,USD,L,Federal Budget Balance,-208.7B,-191.0B,-215.2B,
04-11-2018,19:00,NZD,M,RBNZ Assist Gov McDermott Speaks,,,,
04-11-2018,19:01,GBP,L,RICS House Price Balance,0%,2%,0%,
04-11-2018,19:50,JPY,L,M2 Money Stock y/y,3.20%,3.20%,3.20%,3.30%
04-11-2018,20:30,JPY,H,BOJ Gov Kuroda Speaks,,,,
04-11-2018,21:00,AUD,L,MI Inflation Expectations,3.60%,,3.70%,
04-11-2018,21:30,AUD,L,Home Loans m/m,-0.20%,-0.30%,-1.00%,-1.10%
04-11-2018,22:00,CNY,L,Foreign Direct Investment ytd/y,0.50%,,0.50%,
04-11-2018,23:45,JPY,L,30-y Bond Auction,0.71|4.3,,0.75|4.2,
04-12-2018,2:30,GBP,M,MPC Member Broadbent Speaks,,,,
04-12-2018,2:45,EUR,L,French Final CPI m/m,1.00%,1.00%,1.00%,
04-12-2018,4:30,GBP,M,BOE Credit Conditions Survey,,,,
04-12-2018,5:00,EUR,L,Industrial Production m/m,-0.80%,0.10%,-0.60%,-1.00%
04-12-2018,7:30,EUR,H,ECB Monetary Policy Meeting Accounts,,,,
04-12-2018,8:30,CAD,M,NHPI m/m,-0.20%,0.10%,0.00%,
04-12-2018,8:30,USD,L,Import Prices m/m,0.00%,0.20%,0.30%,0.40%
04-12-2018,8:30,USD,M,Unemployment Claims,233K,231K,242K,
04-12-2018,10:30,USD,L,Natural Gas Storage,-19B,-11B,-29B,
04-12-2018,12:00,EUR,M,German Buba President Weidmann Speaks,,,,
04-12-2018,13:01,USD,L,30-y Bond Auction,3.04|2.4,,3.11|2.4,
04-12-2018,15:00,GBP,H,BOE Gov Carney Speaks,,,,
04-12-2018,18:30,NZD,M,Business NZ Manufacturing Index,52.2,,53.3,53.4
04-12-2018,21:30,AUD,M,RBA Financial Stability Review,,,,
04-12-2018,23:09,CNY,M,Trade Balance,-30B,179B,225B,
04-12-2018,23:10,CNY,L,USD-Denominated Trade Balance,-5.0B,27.1B,33.7B,
04-13-2018,2:00,EUR,L,German Final CPI m/m,0.40%,0.40%,0.40%,
04-13-2018,4:00,CNY,L,M2 Money Supply y/y,8.20%,8.90%,8.80%,
04-13-2018,4:00,CNY,L,New Loans,1120B,1326B,839B,
04-13-2018,5:00,EUR,L,Trade Balance,21.0B,20.2B,20.2B,19.9B
04-13-2018,10:00,USD,L,JOLTS Job Openings,6.05M,6.11M,6.23M,6.31M
04-13-2018,10:00,USD,L,Prelim UoM Inflation Expectations,2.70%,,2.80%,2.90%
04-13-2018,10:00,USD,M,Prelim UoM Consumer Sentiment,97.8,100.6,101.4,102
04-13-2018,17:00,USD,M,Treasury Currency Report,,,,
04-15-2018,18:45,NZD,L,FPI m/m,1.00%,,-0.50%,
04-15-2018,19:01,GBP,L,Rightmove HPI m/m,0.40%,,1.50%,
04-16-2018,1:52,EUR,L,German WPI m/m,0.00%,0.40%,-0.30%,
04-16-2018,3:15,CHF,M,PPI m/m,-0.20%,0.40%,0.30%,
04-16-2018,8:30,USD,H,Core Retail Sales m/m,0.20%,0.20%,0.20%,
04-16-2018,8:30,USD,H,Retail Sales m/m,0.60%,0.40%,-0.10%,
04-16-2018,8:30,USD,M,Empire State Manufacturing Index,15.8,19.8,22.5,
04-16-2018,9:30,GBP,L,CB Leading Index m/m,-0.40%,,0.00%,
04-16-2018,10:00,USD,L,Business Inventories m/m,0.60%,0.60%,0.60%,
04-16-2018,10:00,USD,L,NAHB Housing Market Index,69,71,70,
04-16-2018,13:15,USD,M,FOMC Member Bostic Speaks,,,,
04-16-2018,16:00,USD,L,TIC Long-Term Purchases,49.0B,52.3B,61.4B,62.1B
04-16-2018,21:30,AUD,H,Monetary Policy Meeting Minutes,,,,
04-16-2018,22:00,CNY,H,GDP q/y,6.80%,6.80%,6.80%,
04-16-2018,22:00,CNY,L,Retail Sales y/y,10.10%,9.70%,9.70%,
04-16-2018,22:00,CNY,M,Fixed Asset Investment ytd/y,7.50%,7.70%,7.90%,
04-16-2018,22:00,CNY,M,Industrial Production y/y,6.00%,6.40%,7.20%,
04-16-2018,22:00,CNY,M,NBS Press Conference,,,,
04-17-2018,0:30,JPY,L,Revised Industrial Production m/m,2.00%,4.00%,4.10%,
04-17-2018,4:30,GBP,H,Average Earnings Index 3m/y,2.80%,3.00%,2.80%,
04-17-2018,4:30,GBP,M,Claimant Count Change,11.6K,13.3K,15.1K,9.2K
04-17-2018,4:30,GBP,M,Unemployment Rate,4.20%,4.30%,4.30%,
04-17-2018,5:00,EUR,L,Italian Trade Balance,3.10B,2.23B,-0.09B,
04-17-2018,5:00,EUR,L,ZEW Economic Sentiment,1.9,7.3,13.4,
04-17-2018,5:00,EUR,M,German ZEW Economic Sentiment,-8.2,-0.8,5.1,
04-17-2018,8:30,CAD,M,Foreign Securities Purchases,3.96B,7.24B,5.63B,5.68B
04-17-2018,8:30,CAD,M,Manufacturing Sales m/m,1.90%,1.00%,-1.30%,-1.00%
04-17-2018,8:30,USD,H,Building Permits,1.35M,1.33M,1.32M,1.30M
04-17-2018,8:30,USD,M,Housing Starts,1.32M,1.27M,1.30M,1.24M
04-17-2018,9:15,USD,M,Capacity Utilization Rate,78.00%,77.90%,78.10%,
04-17-2018,9:15,USD,M,FOMC Member Williams Speaks,,,,
04-17-2018,9:15,USD,M,Industrial Production m/m,0.50%,0.30%,1.10%,
04-17-2018,10:00,USD,M,FOMC Member Quarles Speaks,,,,
04-17-2018,10:26,NZD,M,GDT Price Index,2.70%,,-0.60%,
04-17-2018,17:40,USD,M,FOMC Member Bostic Speaks,,,,
04-17-2018,19:50,JPY,L,Trade Balance,0.12T,0.10T,-0.21T,-0.20T
04-17-2018,20:30,AUD,L,MI Leading Index m/m,-0.20%,,0.40%,0.30%
04-18-2018,4:30,GBP,H,CPI y/y,2.50%,2.70%,2.70%,
04-18-2018,4:30,GBP,L,Core CPI y/y,2.30%,2.50%,2.40%,
04-18-2018,4:30,GBP,L,HPI y/y,4.40%,4.80%,4.70%,4.90%
04-18-2018,4:30,GBP,L,PPI Output m/m,0.20%,0.10%,0.00%,
04-18-2018,4:30,GBP,M,PPI Input m/m,-0.10%,0.30%,-0.40%,-1.10%
04-18-2018,4:30,GBP,M,RPI y/y,3.30%,3.50%,3.60%,
04-18-2018,5:00,EUR,L,Final Core CPI y/y,1.00%,1.00%,1.00%,
04-18-2018,5:00,EUR,M,Final CPI y/y,1.30%,1.40%,1.40%,
04-18-2018,5:32,EUR,L,German 10-y Bond Auction,0.51|1.4,,0.60|1.3,
04-18-2018,10:00,CAD,H,BOC Monetary Policy Report,,,,
04-18-2018,10:00,CAD,H,BOC Rate Statement,,,,
04-18-2018,10:00,CAD,H,Overnight Rate,1.25%,1.25%,1.25%,
04-18-2018,10:30,USD,H,Crude Oil Inventories,-1.1M,-0.5M,3.3M,
04-18-2018,11:15,CAD,H,BOC Press Conference,,,,
04-18-2018,14:00,USD,L,Beige Book,,,,
04-18-2018,15:15,USD,M,FOMC Member Dudley Speaks,,,,
04-18-2018,16:15,USD,M,FOMC Member Quarles Speaks,,,,
04-18-2018,18:45,NZD,H,CPI q/q,0.50%,0.40%,0.10%,
04-18-2018,21:30,AUD,H,Employment Change,4.9K,20.3K,-6.3K,17.5K
04-18-2018,21:30,AUD,H,Unemployment Rate,5.50%,5.50%,5.50%,5.60%
04-18-2018,21:30,AUD,L,NAB Quarterly Business Confidence,7,,7,6
04-19-2018,4:00,EUR,L,Current Account,35.1B,32.3B,39.0B,37.6B
04-19-2018,4:30,GBP,H,Retail Sales m/m,-1.20%,-0.50%,0.80%,
04-19-2018,4:44,EUR,L,Spanish 10-y Bond Auction,1.24|1.3,,1.15|1.5,
04-19-2018,5:36,GBP,L,10-y Bond Auction,1.60|2.4,,1.58|2.6,
04-19-2018,8:00,USD,M,FOMC Member Brainard Speaks,,,,
04-19-2018,8:30,CAD,L,ADP Non-Farm Employment Change,42.8K,,16.2K,32.7K
04-19-2018,8:30,USD,M,Philly Fed Manufacturing Index,23.2,20.8,22.3,
04-19-2018,8:30,USD,M,Unemployment Claims,232K,230K,233K,
04-19-2018,9:30,USD,M,FOMC Member Quarles Speaks,,,,
04-19-2018,10:00,USD,L,CB Leading Index m/m,0.30%,0.30%,0.70%,0.60%
04-19-2018,10:30,USD,L,Natural Gas Storage,-36B,-23B,-19B,
04-19-2018,12:30,GBP,M,MPC Member Cunliffe Speaks,,,,
04-19-2018,18:45,USD,M,FOMC Member Mester Speaks,,,,
04-19-2018,19:30,JPY,L,National Core CPI y/y,0.90%,0.90%,1.00%,
04-20-2018,0:01,All,L,IMF Meetings [Day 1],,,,
04-20-2018,0:01,All,M,OPEC-JMMC Meetings [All Day],,,,
04-20-2018,0:30,JPY,L,Tertiary Industry Activity m/m,0.00%,0.10%,-0.40%,-0.60%
04-20-2018,2:00,EUR,L,German PPI m/m,0.10%,0.20%,-0.10%,
04-20-2018,5:30,GBP,M,MPC Member Saunders Speaks,,,,
04-20-2018,7:30,EUR,M,German Buba President Weidmann Speaks,,,,
04-20-2018,8:30,CAD,H,Core Retail Sales m/m,0.00%,0.40%,1.00%,0.90%
04-20-2018,8:30,CAD,H,CPI m/m,0.30%,0.40%,0.60%,
04-20-2018,8:30,CAD,L,Core CPI m/m,0.20%,,0.70%,
04-20-2018,8:30,CAD,M,Common CPI y/y,1.90%,,1.90%,
04-20-2018,8:30,CAD,M,Median CPI y/y,2.10%,,2.10%,
04-20-2018,8:30,CAD,M,Retail Sales m/m,0.40%,0.40%,0.10%,0.30%
04-20-2018,8:30,CAD,M,Trimmed CPI y/y,2.00%,,2.10%,
04-20-2018,10:00,EUR,L,Consumer Confidence,0,0,0,
04-20-2018,11:15,USD,M,FOMC Member Williams Speaks,,,,
04-21-2018,0:01,All,L,IMF Meetings [Day 2],,,,
04-22-2018,0:01,All,L,IMF Meetings [Day 3],,,,
04-22-2018,20:30,JPY,L,Flash Manufacturing PMI,53.3,53.4,53.1,53.2
04-22-2018,23:00,NZD,L,Credit Card Spending y/y,7.20%,,7.00%,
04-23-2018,3:00,EUR,M,French Flash Manufacturing PMI,53.4,53.4,53.7,53.6
04-23-2018,3:00,EUR,M,French Flash Services PMI,57.4,56.6,56.9,56.8
04-23-2018,3:30,EUR,M,German Flash Manufacturing PMI,58.1,57.6,58.2,58.4
04-23-2018,3:30,EUR,M,German Flash Services PMI,54.1,53.9,53.9,54.2
04-23-2018,4:00,EUR,M,Flash Manufacturing PMI,56,56.6,56.6,
04-23-2018,4:00,EUR,M,Flash Services PMI,55,54.8,54.9,55
04-23-2018,6:00,EUR,L,German Buba Monthly Report,,,,
04-23-2018,8:30,CAD,L,Wholesale Sales m/m,-0.80%,0.30%,0.30%,0.10%
04-23-2018,9:45,USD,L,Flash Manufacturing PMI,56.5,55.2,55.6,55.7
04-23-2018,9:45,USD,L,Flash Services PMI,54.4,54.3,54,54.1
04-23-2018,10:00,USD,M,Existing Home Sales,5.60M,5.55M,5.54M,
04-23-2018,10:30,AUD,L,CB Leading Index m/m,0.30%,,-0.30%,-0.10%
04-23-2018,15:30,CAD,H,BOC Gov Poloz Speaks,,,,
04-23-2018,18:00,AUD,M,RBA Assist Gov Kent Speaks,,,,
04-23-2018,18:45,NZD,L,Visitor Arrivals m/m,-2.10%,,3.60%,2.00%
04-23-2018,19:50,JPY,L,SPPI y/y,0.50%,0.50%,0.70%,0.60%
04-23-2018,21:30,AUD,H,CPI q/q,0.40%,0.50%,0.60%,
04-23-2018,21:30,AUD,H,Trimmed Mean CPI q/q,0.50%,0.50%,0.40%,
04-24-2018,0:01,AUD,N,Bank Holiday [All Day],,,,
04-24-2018,0:01,NZD,N,Bank Holiday [All Day],,,,
04-24-2018,1:00,JPY,L,BOJ Core CPI y/y,0.70%,0.70%,0.80%,
04-24-2018,2:00,CHF,L,Trade Balance,1.77B,3.23B,3.08B,3.14B
04-24-2018,4:00,EUR,M,German Ifo Business Climate,102.1,102.7,103.3,103.2
04-24-2018,4:30,GBP,M,Public Sector Net Borrowing,-0.3B,1.1B,-0.4B,-0.3B
04-24-2018,6:00,GBP,L,CBI Industrial Order Expectations,4,4,4,
04-24-2018,8:58,EUR,L,Belgian NBB Business Climate,1,-0.6,0.1,
04-24-2018,9:00,USD,L,HPI m/m,0.60%,0.50%,0.90%,0.80%
04-24-2018,9:00,USD,L,S+P/CS Composite-20 HPI y/y,6.80%,6.30%,6.40%,
04-24-2018,9:59,USD,L,Richmond Manufacturing Index,-3,16,15,
04-24-2018,10:00,USD,H,CB Consumer Confidence,128.7,126,127,127.7
04-24-2018,10:00,USD,L,New Home Sales,694K,625K,667K,618K
04-25-2018,0:01,EUR,N,Italian Bank Holiday [All Day],,,,
04-25-2018,0:30,JPY,L,All Industries Activity m/m,0.40%,0.60%,-1.10%,-1.80%
04-25-2018,4:00,CHF,L,Credit Suisse Economic Expectations,7.2,,16.7,
04-25-2018,9:00,CNY,L,CB Leading Index m/m,1.70%,,1.20%,1.10%
04-25-2018,10:30,USD,H,Crude Oil Inventories,2.2M,-1.6M,-1.1M,
04-25-2018,16:15,CAD,H,BOC Gov Poloz Speaks,,,,
04-25-2018,21:30,AUD,L,Import Prices q/q,2.10%,1.30%,2.00%,
04-26-2018,2:00,EUR,L,German GfK Consumer Climate,10.8,10.9,10.9,
04-26-2018,3:00,EUR,M,Spanish Unemployment Rate,16.70%,16.30%,16.60%,
04-26-2018,4:30,GBP,L,High Street Lending,37.6K,37.1K,38.0K,38.1K
04-26-2018,6:00,GBP,L,CBI Realized Sales,-2,-3,-8,
04-26-2018,7:45,EUR,H,Main Refinancing Rate,0.00%,0.00%,0.00%,
04-26-2018,8:30,EUR,H,ECB Press Conference,,,,
04-26-2018,8:30,USD,H,Core Durable Goods Orders m/m,0.00%,0.50%,1.00%,1.20%
04-26-2018,8:30,USD,L,Goods Trade Balance,-68.0B,-74.8B,-75.9B,-75.4B
04-26-2018,8:30,USD,L,Prelim Wholesale Inventories m/m,0.50%,0.60%,1.00%,1.10%
04-26-2018,8:30,USD,M,Durable Goods Orders m/m,2.60%,1.60%,3.00%,3.10%
04-26-2018,8:30,USD,M,Unemployment Claims,209K,230K,233K,232K
04-26-2018,10:30,USD,L,Natural Gas Storage,-18B,-11B,-36B,
04-26-2018,18:05,GBP,L,GfK Consumer Confidence,-9,-7,-7,
04-26-2018,18:45,NZD,M,Trade Balance,-86M,270M,172M,217M
04-26-2018,19:30,JPY,L,Tokyo Core CPI y/y,0.60%,0.80%,0.80%,
04-26-2018,19:30,JPY,L,Unemployment Rate,2.50%,2.50%,2.50%,
04-26-2018,19:50,JPY,L,Prelim Industrial Production m/m,1.20%,0.50%,2.00%,4.10%
04-26-2018,19:50,JPY,L,Retail Sales y/y,1.00%,1.50%,1.70%,1.60%
04-26-2018,21:30,AUD,L,PPI q/q,0.50%,0.40%,0.60%,
04-26-2018,23:03,JPY,H,BOJ Outlook Report,,,,
04-26-2018,23:03,JPY,H,Monetary Policy Statement,,,,
04-26-2018,23:03,JPY,M,BOJ Policy Rate,-0.10%,-0.10%,-0.10%,
04-27-2018,0:01,EUR,L,Eurogroup Meetings [All Day],,,,
04-27-2018,1:00,JPY,L,Housing Starts y/y,-8.30%,-5.10%,-2.60%,
04-27-2018,1:30,EUR,L,French Flash GDP q/q,0.30%,0.40%,0.70%,0.60%
04-27-2018,2:00,EUR,L,German Import Prices m/m,0.00%,0.10%,-0.60%,
04-27-2018,2:00,GBP,L,Nationwide HPI m/m,0.20%,0.20%,-0.20%,
04-27-2018,2:29,JPY,H,BOJ Press Conference,,,,
04-27-2018,2:45,EUR,L,French Consumer Spending m/m,0.10%,0.40%,2.50%,2.40%
04-27-2018,2:45,EUR,L,French Prelim CPI m/m,0.10%,0.10%,1.00%,
04-27-2018,3:00,EUR,M,Spanish Flash CPI y/y,1.10%,1.20%,1.20%,
04-27-2018,3:00,EUR,M,Spanish Flash GDP q/q,0.70%,0.70%,0.70%,
04-27-2018,3:55,EUR,L,German Unemployment Change,-7K,-15K,-18K,-19K
04-27-2018,4:00,CHF,H,SNB Chairman Jordan Speaks,,,,
04-27-2018,4:30,GBP,H,Prelim GDP q/q,0.10%,0.30%,0.40%,0.50%
04-27-2018,4:30,GBP,L,Index of Services 3m-3m,0.40%,0.60%,0.60%,
04-27-2018,5:15,EUR,L,Italian 10-y Bond Auction,1.70|1.4,,1.83|1.3,
04-27-2018,8:30,USD,H,Advance GDP q/q,2.30%,2.00%,2.90%,2.60%
04-27-2018,8:30,USD,M,Advance GDP Price Index q/q,2.00%,2.20%,2.30%,2.40%
04-27-2018,8:30,USD,M,Employment Cost Index q/q,0.80%,0.70%,0.60%,
04-27-2018,10:00,GBP,H,BOE Gov Carney Speaks,,,,
04-27-2018,10:00,USD,L,Revised UoM Inflation Expectations,2.70%,,2.70%,
04-27-2018,10:00,USD,M,Revised UoM Consumer Sentiment,98.8,98,97.8,
04-29-2018,0:01,CNY,N,Bank Holiday [All Day],,,,
04-29-2018,0:01,JPY,N,Bank Holiday [All Day],,,,
04-29-2018,21:00,AUD,L,MI Inflation Gauge m/m,0.50%,,0.10%,
04-29-2018,21:00,CNY,M,Manufacturing PMI,51.4,51.3,51.5,
04-29-2018,21:00,CNY,M,Non-Manufacturing PMI,54.8,54.6,54.6,
04-29-2018,21:00,NZD,H,ANZ Business Confidence,-23.4,,-20,
04-29-2018,21:15,AUD,L,HIA New Home Sales m/m,-2.00%,,-0.70%,
04-29-2018,21:30,AUD,L,Private Sector Credit m/m,0.50%,0.40%,0.40%,
04-30-2018,0:01,CNY,N,Bank Holiday [All Day],,,,
04-30-2018,0:01,EUR,L,ECOFIN Meetings [All Day],,,,
04-30-2018,0:01,EUR,M,German Prelim CPI m/m [All Day],0.00%,-0.10%,0.40%,
04-30-2018,2:00,EUR,M,German Retail Sales m/m,-0.60%,0.80%,-0.20%,-0.70%
04-30-2018,3:00,CHF,M,KOF Economic Barometer,105.3,105.9,105.1,106
04-30-2018,4:00,EUR,L,Private Loans y/y,3.00%,2.90%,2.90%,
04-30-2018,4:00,EUR,M,M3 Money Supply y/y,3.70%,4.10%,4.20%,
04-30-2018,5:00,EUR,L,Italian Prelim CPI m/m,0.10%,0.20%,0.30%,0.40%
04-30-2018,8:30,CAD,L,IPPI m/m,0.80%,0.20%,0.30%,0.10%
04-30-2018,8:30,CAD,M,RMPI m/m,2.10%,0.60%,-0.40%,-0.30%
04-30-2018,8:30,USD,L,Personal Income m/m,0.30%,0.40%,0.30%,0.40%
04-30-2018,8:30,USD,M,Core PCE Price Index m/m,0.20%,0.20%,0.20%,
04-30-2018,8:30,USD,M,Personal Spending m/m,0.40%,0.40%,0.00%,0.20%
